,total_cup_points,species,owner,country_of_origin,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,volume
1040,80.75,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",1100.00 mosl,jinotega,ROLANDO LACAYO,275,69.0,Asociación de Cafés Especiales de Nicaragua,2015,"May 28th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,0.12,0,0.0,Green,5,"May 27th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,110000.0,110000.0,110000.0,18975
1043,80.75,Arabica,cadexsa,Honduras,cadexsa,1350,marcala,Jose Omar Acosta,275,1.0,Instituto Hondureño del Café,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,0.09,0,0.0,Green,2,"May 21st, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0,275
1051,80.67,Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,150,60.0,Asociacion Nacional Del Café,2015/2016,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,0.11,0,0.0,Green,0,"October 22nd, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,9000
1052,80.67,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1.85,tarrazu,Martin Gutierrez,240,1.0,Specialty Coffee Association of Costa Rica,2015,"February 27th, 2015","CECA, S.A.",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,0.11,0,0.0,Blue-Green,4,"February 27th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,185.0,185.0,185.0,240
1055,80.67,Arabica,compañia colombiana agroindustrial s.a,Colombia,ecom cca sa,1550,santander,,250,70.0,Almacafé,2014,"April 14th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,0.0,0,0.0,,1,"April 14th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550.0,1550.0,1550.0,17500
1057,80.67,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1.0,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,0.11,0,0.0,Green,2,"January 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,4166.414642424245,250
1058,80.67,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1.0,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,0.11,0,0.0,Green,3,"January 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,4166.414642424245,250
1060,80.58,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,monte carmelo,MAX KEND TAKIUTI E OUTROS,94,60.0,Brazil Specialty Coffee Association,2016,"March 11th, 2016",BOURBON SPECIALTY COFFEES,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,0.11,0,0.0,Green,7,"March 11th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,996.5,5640
1061,80.58,Arabica,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,275,69.0,Instituto Hondureño del Café,2016,"February 26th, 2016","Exportadora Atlantic, S.A.",,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,0.11,0,1.0,Green,0,"February 25th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,,,666.0,18975
1063,80.58,Arabica,ipanema coffees,Brazil,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,300,2.0,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,0.0,0,0.0,Green,3,"October 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0,600
1064,80.58,Arabica,beneficio santa rosa,Honduras,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,275,69.0,Instituto Hondureño del Café,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,0.11,0,0.0,Green,5,"April 30th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,18975
1065,80.58,Arabica,juan luis alvarado romero,Guatemala,exportcafe,4540 metros,huehuetenango,BYRON ALONZO SOLIS,275,69.0,Asociacion Nacional Del Café,2014,"January 28th, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,0.11,0,0.0,Green,5,"January 28th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1383.7920000000001,1383.7920000000001,1383.7920000000001,18975
1069,80.5,Arabica,juan luis alvarado romero,Guatemala,"peter schoelfeld, s.a",1500,santa rosa,EDWIN MUÑOZ,275,69.0,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,0.1,0,0.0,Green,4,"September 8th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,18975
1072,80.5,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,1250 m,vale da grama,Lindolpho de Carvalho Dias,300,60.0,Brazil Specialty Coffee Association,2015/2016,"November 17th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,0.11,0,0.0,Green,3,"November 16th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1250.0,1250.0,1250.0,18000
1074,80.5,Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,275,69.0,Asociacion Nacional Del Café,2014,"April 23rd, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,0.11,0,0.0,Green,3,"April 23rd, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,18975
1075,80.5,Arabica,jacques pereira carneiro,Brazil,exportadora de cafés carmo de minas ltda,1250,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,300,60.0,Specialty Coffee Association,2013,"April 17th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,0.1,0,0.0,None,10,"April 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1250.0,1250.0,1250.0,18000
1077,80.5,Arabica,juan luis alvarado romero,Guatemala,exportcafe,6100 metros,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,250,1.0,Asociacion Nacional Del Café,2013,"February 13th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,0.12,1,0.0,Green,1,"February 13th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1859.28,1859.28,1859.28,250
1079,80.42,Arabica,cadexsa,Honduras,cadexsa,1450,marcala,Jose Omar Acosta,275,69.0,Instituto Hondureño del Café,2016,"February 3rd, 2016",CADEXSA,,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,0.1,0,0.0,Green,0,"February 2nd, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0,18975
1090,80.33,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69.0,Asociacion Nacional Del Café,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,0.11,1,0.0,Green,4,"June 6th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,17250
1095,80.25,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1400,comayagua,Yamilet Lope,275,69.0,Instituto Hondureño del Café,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,0.1,0,0.0,Green,4,"April 6th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,18975
1103,80.25,Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1400,oriente,UNEX,250,1.0,Specialty Coffee Association,2012,"January 9th, 2013",The Coffee Source Inc.,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,0.11,1,0.0,Green,12,"January 9th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0,250
1106,80.17,Arabica,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,1100 - 1275 mts,jinotega,Sheldom La rue,275,2.0,Asociación de Cafés Especiales de Nicaragua,2015,"April 24th, 2015","Exportadora Atlantic, S.A.",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,0.11,0,0.0,,2,"April 23rd, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1100.0,1275.0,1187.5,550
1107,80.17,Arabica,cadexsa,Honduras,cadexsa,1400 msnm,marcala,Jose Omar Acosta,275,1.0,Instituto Hondureño del Café,2015,"January 26th, 2015",CADEXSA,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,0.11,0,0.0,Green,0,"January 26th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,275
1108,80.17,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2013,"August 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,0.11,0,0.0,Green,2,"August 7th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,17250
1111,80.17,Arabica,marco virgilio ramirez teliz,Mexico,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,15,1.0,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,0.12,0,0.0,Green,12,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0,15
1112,80.17,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1.0,Asociacion Nacional Del Café,2012,"May 24th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,0.11,0,0.0,Green,5,"May 24th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,250
1114,80.08,Arabica,brayan cunha souza,Brazil,carmo coffees,1100,mantiqueira de minas,,440,60.0,Brazil Specialty Coffee Association,2017 / 2018,"November 29th, 2017",Brayan Cunha Souza,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,0,0.0,Green,5,"November 29th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1100.0,1100.0,1100.0,26400
1122,80.0,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,275,69.0,Instituto Hondureño del Café,2017,"June 13th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,0.1,0,0.0,Green,5,"June 13th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1250.0,1250.0,1250.0,18975
1130,79.92,Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,275,2.0,Almacafé,2015,"April 23rd, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,0.0,0,0.0,Green,1,"April 22nd, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,1539.1595744680849,550
1134,79.92,Arabica,christina dusing,Mexico,,1100,veracruz,DELMAR MORENO GUILLEN,82,1.0,AMECAFE,2012,"August 30th, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,0.0,0,0.0,,0,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0,82
1137,79.92,Arabica,jesus carlos cadena valdivia,Mexico,cafetalera la asunción s.a. de c.v.,1250,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,209,1.0,AMECAFE,2012,"July 11th, 2012",JESUS CARLOS CADENA VALDIVIA,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,0.11,0,0.0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0,209
1139,79.83,Arabica,kennedy macharia,Kenya,taylor winch (coffee) ltd,1500,kiambu,YARA / BENVAR,200,12000.0,Kenya Coffee Traders Association,2017,"August 25th, 2017",Kennedy Macharia,SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,0,1.0,,5,"August 25th, 2018",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1500.0,1500.0,1500.0,2400000
1140,79.83,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69.0,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,0.1,0,0.0,Green,2,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700.0,1700.0,1700.0,3450
1141,79.83,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,1250,jinotega,Asociación Aldea Global Jinotega,75,2.0,Asociación de Cafés Especiales de Nicaragua,2014,"March 30th, 2015",Asociación Aldea Global Jinotega,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,0.11,0,0.0,Green,0,"March 29th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1250.0,1250.0,1250.0,150
1142,79.83,Arabica,sergio de la vequia bernardi,Mexico,,1300,veracruz,CIRO DE LA VEQUIA CESSA,250,1.0,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,0.12,0,0.0,Green,3,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300.0,1300.0,1300.0,250
1144,79.75,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",25,69.0,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,0,4.0,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,190164.0,190164.0,190164.0,1725
1155,79.75,Arabica,lusso lab,Guatemala,lusso coffee lab,,antigua,Jorge Bolanos,275,69.0,Specialty Coffee Association,2012,"July 23rd, 2012",LUSSO LAB,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,0.0,0,0.0,Green,4,"July 23rd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,1492.2001714285714,18975
1157,79.67,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69.0,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,0,2.0,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,1725
1158,79.67,Arabica,consejo salvadoreño del café,El Salvador,consejo salvadoreño del café,1250,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,69.0,Salvadoran Coffee Council,2016,"March 23rd, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,0.0,0,0.0,Bluish-Green,12,"March 23rd, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250.0,1250.0,1250.0,18975
1160,79.67,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69.0,Asociacion Nacional Del Café,2013,"June 27th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,0.11,0,0.0,Green,6,"June 27th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,17250
1167,79.58,Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,,250,70.0,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,6.92,0.1,0,0.0,,4,"February 9th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,17500
1169,79.5,Arabica,cooperativa el gorrion r.l,Nicaragua,cooperativa el gorrion r.l,1050,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,275,69.0,Asociación de Cafés Especiales de Nicaragua,2015,"July 6th, 2015",COOPERATIVA EL GORRION R.L,Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7.0,0.12,0,0.0,Green,6,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1050.0,1050.0,1050.0,18975
1171,79.5,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1550 msnm,cundinamarca,,250,70.0,Almacafé,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,0.0,0,0.0,Green,2,"June 21st, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550.0,1550.0,1550.0,17500
1174,79.42,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 p.s.n.m.,oriente,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,2013,"May 13th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0.1,0,0.0,Green,2,"May 13th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,17250
1175,79.42,Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,275,69.0,Asociacion Nacional Del Café,2014,"March 31st, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,0.1,1,0.0,Green,4,"March 31st, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,18975
1181,79.33,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,oriente,Conquista/ Morito,250,1.0,Asociacion Nacional Del Café,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,7.17,0.11,0,0.0,Green,6,"January 12th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,4166.414642424246,250
1183,79.25,Arabica,marco virgilio ramirez teliz,Mexico,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,12,1.0,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,0.13,0,0.0,Green,10,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0,12
1184,79.17,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,50,69.0,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,0.1,0,0.0,Green,0,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,3450
1187,79.17,Arabica,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,OVIDIO CARDONA,275,69.0,Asociacion Nacional Del Café,2015,"June 30th, 2015",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,0.11,0,0.0,Green,6,"June 29th, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1300.0,1800.0,1550.0,18975
